"","FullN.notRedun","SubProp.notRedun","SubN.notRedun","Denhat","Denhat.SE","g0","g0.bTRUE","sigma","trial","model","size","fullN","whichSource","sim"
"1",507,2.028,507,404.018430548541,63.7568143459741,-2.413834342755,3.04047982876887,1.55440641755867,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10002.rds"
"2",507,2.028,507,404.018567919385,63.7568401773058,-2.41383622578249,3.0404903915936,1.55440640614085,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10003.rds"
"3",507,2.028,507,404.018441869168,63.7568157849108,-2.41383438325927,3.04047875132595,1.55440639616615,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10004.rds"
"4",507,2.028,507,404.018113147835,63.7567649621349,-2.41383437472517,3.04048279980898,1.55440722558495,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10005.rds"
"5",507,2.028,507,404.018479949167,63.7568214551122,-2.41383427769398,3.04047845446413,1.55440628108078,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10007.rds"
"6",507,2.028,507,404.018434144105,63.7568145182448,-2.41383437043213,3.04047889819213,1.55440641340588,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10009.rds"
"7",507,2.028,507,404.018033885118,63.7567483143286,-2.41383263679798,3.04047262171671,1.55440711599583,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10010.rds"
"8",507,2.028,507,404.018477692809,63.7568217488778,-2.41383433866803,3.04048009924304,1.55440629765876,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10011.rds"
"9",507,2.028,507,404.018422256942,63.7568127491243,-2.41383482682729,3.04047897096253,1.55440652484968,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10012.rds"
"10",507,2.028,507,404.018488333702,63.7568232574441,-2.41383309733133,3.04047990091765,1.55440604937548,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10014.rds"
"11",507,2.028,507,404.018502866832,63.756824793335,-2.41383360690614,3.04047766580861,1.55440610351846,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10015.rds"
"12",507,2.028,507,404.018453753874,63.7568177255417,-2.41383471831367,3.04047923811933,1.55440642587911,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10017.rds"
"13",507,2.028,507,404.018343016382,63.756800465509,-2.41383423968554,3.04048023259558,1.5544066204402,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10018.rds"
"14",507,2.028,507,404.01851029415,63.7568263194458,-2.41383438086482,3.04047833557428,1.55440622277485,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10019.rds"
"15",507,2.028,507,404.01842131339,63.7568126301114,-2.41383435008363,3.04047929043915,1.55440644221025,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10020.rds"
"16",507,2.028,507,404.01824219808,63.7567847910933,-2.41383430071379,3.04048136869216,1.55440688617242,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10021.rds"
"17",507,2.028,507,404.018448067206,63.756816526334,-2.41383473144151,3.04047835025852,1.55440644259512,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10022.rds"
"18",507,2.028,507,404.018439497226,63.756815238553,-2.41383437895945,3.04047879275776,1.55440640139509,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10023.rds"
"19",507,2.028,507,404.018445547578,63.7568169557043,-2.41383297256577,3.04048046678027,1.55440613527877,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10025.rds"
"20",507,2.028,507,404.018492213725,63.7568235748254,-2.41383416660593,3.04047847256089,1.55440623026658,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10027.rds"
"21",507,2.028,507,404.017985165695,63.7567436277922,-2.4138338131407,3.04047977787632,1.55440744894284,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10028.rds"
"22",507,2.028,507,404.018784589619,63.7568695237498,-2.41383548380596,3.04047749183217,1.55440572611641,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10029.rds"
"23",507,2.028,507,404.018011778731,63.7567503750966,-2.41383292255177,3.04048680375542,1.55440722283892,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10030.rds"
"24",507,2.028,507,404.01846708877,63.7568196333485,-2.41383436037835,3.04047847266929,1.5544063283355,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10031.rds"
"25",507,2.028,507,404.01850534215,63.7568255777462,-2.41383315752384,3.04047915775711,1.55440601711662,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10033.rds"
"26",507,2.028,507,404.018455839628,63.7568178978535,-2.41383438688254,3.04047855832874,1.55440636149789,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10035.rds"
"27",507,2.028,507,404.018435478911,63.7568146500648,-2.41383476019439,3.04047849936827,1.55440647954365,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10036.rds"
"28",507,2.028,507,404.018432830691,63.7568142341086,-2.41383437127057,3.04047892976893,1.55440641687545,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10037.rds"
"29",507,2.028,507,404.018479067009,63.7568212782295,-2.4138342879981,3.04047845343955,1.55440628514838,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10039.rds"
"30",507,2.028,507,404.01854042,63.7568315280236,-2.41383428599387,3.04047973911779,1.55440612970324,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10040.rds"
"31",507,2.028,507,404.018444059809,63.7568161458178,-2.41383473761818,3.04047838787094,1.55440645382656,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10041.rds"
"32",507,2.028,507,404.018432307936,63.7568140735068,-2.41383436785599,3.04047893482649,1.55440641758789,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10042.rds"
"33",507,2.028,507,404.018487409178,63.7568230818889,-2.41383397960884,3.04047945999585,1.55440620906162,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10044.rds"
"34",507,2.028,507,404.018420540599,63.7568125472326,-2.41383434703685,3.04047939433422,1.55440644362033,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10045.rds"
"35",507,2.028,507,404.017856814542,63.7567228741289,-2.41383419216634,3.04047884294467,1.55440784098626,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10047.rds"
"36",507,2.028,507,404.018480038456,63.7568214884671,-2.41383427926796,3.04047845003014,1.55440628113579,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10048.rds"
"37",507,2.028,507,404.017998640438,63.7567444984472,-2.41383576942581,3.04047588972395,1.55440776377383,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10049.rds"
"38",507,2.028,507,404.017987886776,63.7567437406273,-2.41383380255649,3.04047979484974,1.55440744017686,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10050.rds"
"39",507,2.028,507,404.018535415619,63.7568307604269,-2.41383429478212,3.04047977656522,1.55440614392061,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10051.rds"
"40",507,2.028,507,404.018484969921,63.7568226982081,-2.41383308508117,3.04047997079622,1.55440605569368,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10052.rds"
"41",507,2.028,507,404.018503454632,63.7568254278718,-2.41383311423219,3.04047885452153,1.55440601416706,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10054.rds"
"42",507,2.028,507,404.018420221338,63.7568125052151,-2.41383434249115,3.0404794086765,1.55440644361666,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10055.rds"
"43",507,2.028,507,404.017909311548,63.7567314010854,-2.41383404519285,3.04047921262824,1.55440768207229,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10056.rds"
"44",507,2.028,507,404.018207517241,63.7567791423644,-2.41383310695032,3.04048108291599,1.55440676093765,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10057.rds"
"45",507,2.028,507,404.018435452467,63.7568145051654,-2.41383437658592,3.04047886590946,1.5544064111961,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10059.rds"
"46",507,2.028,507,404.018483764924,63.756822180605,-2.41383416348033,3.04047855068699,1.55440625106598,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10061.rds"
"47",507,2.028,507,404.018072553677,63.756757393707,-2.41383351727635,3.04048041598728,1.55440717527772,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10062.rds"
"48",507,2.028,507,404.018494876331,63.7568238985982,-2.41383458938299,3.04047820461693,1.55440629893595,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10063.rds"
"49",507,2.028,507,404.018449216136,63.7568173274877,-2.41383434088634,3.04048001103628,1.55440637003755,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10064.rds"
"50",507,2.028,507,404.01849100852,63.7568230644908,-2.41383414515682,3.04047848670879,1.55440622948777,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10065.rds"
"51",507,2.028,507,404.018479048234,63.7568214131389,-2.41383428401603,3.0404784520599,1.55440628448566,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10066.rds"
"52",507,2.028,507,404.018503614823,63.7568256491781,-2.41383312832936,3.04047954548044,1.55440601627628,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10068.rds"
"53",507,2.028,507,404.01842656683,63.7568136491219,-2.41383434412717,3.04047974877655,1.55440642786833,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10069.rds"
"54",507,2.028,507,404.018546345416,63.7568324676956,-2.41383427355253,3.04047970913072,1.55440611250617,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10070.rds"
"55",507,2.028,507,404.01847720756,63.756821152139,-2.41383430243525,3.04047846172005,1.55440629242346,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10071.rds"
"56",507,2.028,507,404.018233865583,63.7567834432807,-2.41383304755318,3.04048113917916,1.55440668374124,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10073.rds"
"57",507,2.028,507,404.018492910274,63.756824323595,-2.41383422557882,3.04047951502978,1.55440623902333,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10074.rds"
"58",507,2.028,507,404.018468131842,63.7568198040811,-2.41383435643997,3.04047847388077,1.55440632499645,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10076.rds"
"59",507,2.028,507,404.018422300123,63.7568126903387,-2.4138348325498,3.04047898040165,1.5544065257611,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10078.rds"
"60",507,2.028,507,404.018175872014,63.7567741350228,-2.41383318422326,3.04048097727043,1.55440685471159,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10079.rds"
"61",507,2.028,507,404.018433225284,63.7568148063315,-2.4138329478652,3.04048057813862,1.55440616202179,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10080.rds"
"62",507,2.028,507,404.018494354909,63.7568240816749,-2.41383396670379,3.04047912873297,1.55440618920271,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10082.rds"
"63",507,2.028,507,404.018432085834,63.7568140733224,-2.41383436962155,3.04047893954078,1.5544064184642,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10084.rds"
"64",507,2.028,507,404.018039246889,63.7567498438083,-2.41383688658377,3.04047226920781,1.55440786036774,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10086.rds"
"65",507,2.028,507,404.018503516997,63.756825286596,-2.41383313487229,3.04047892986287,1.55440601769046,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/Full10088.rds"
"66",507,0.828,207,397.79211027368,72.2952756951394,-2.69095699733282,1.82784428472271,1.40956270066913,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10001.rds"
"67",507,0.832,208,319.776708975432,62.3584871189706,-2.88765903925227,2.35141747059911,1.5236295632286,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10002.rds"
"68",507,0.812,203,377.352756037218,70.4845888913347,-2.84958657396052,1.8834927059816,1.46448901318781,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10003.rds"
"69",507,0.812,203,374.654415356802,70.5589779877584,-2.79244371771026,1.8165738917041,1.42972023924925,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10004.rds"
"70",507,0.764,191,340.225233060554,65.9473446290193,-2.94444696905647,1.81067842002909,1.53769944570348,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10005.rds"
"71",507,0.812,203,367.797157838727,67.1466629945555,-3.00314853283051,2.25098112640903,1.58709545110032,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10006.rds"
"72",507,0.824,206,441.466277780855,76.7516718175037,-2.93355705690524,2.05030368602483,1.46721035957639,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10007.rds"
"73",507,0.816,204,420.327112949411,74.3720368330513,-2.69920775953916,1.68561910459749,1.41320588736789,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10008.rds"
"74",507,0.828,207,434.09770662196,77.0593714732194,-2.93439952245606,2.09060220035001,1.45797021156645,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10009.rds"
"75",507,0.784,196,348.65621798835,65.3967102377926,-2.9402143025548,2.12151285138796,1.54260086464829,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10010.rds"
"76",507,0.796,199,407.286883514301,76.2699316902128,-2.65670929813582,1.59900831445228,1.32285973093373,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10011.rds"
"77",507,0.824,206,407.652009703432,73.731724868627,-2.79901433356133,1.64487452610142,1.43608354037251,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10012.rds"
"78",507,0.828,207,514.946638437227,88.2274054231997,-2.83693688530957,1.90257161976762,1.31043676783964,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10013.rds"
"79",507,0.792,198,358.405757272843,65.9981144248034,-2.91150562192271,2.04420369531823,1.53874958740655,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10014.rds"
"80",507,0.812,203,430.176557458545,76.9413852686846,-3.05425299521719,2.26468620833422,1.4671683202026,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10015.rds"
"81",507,0.764,191,440.256014638574,77.6522881378263,-2.9349274585276,1.82027866476262,1.44468101970499,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10016.rds"
"82",507,0.78,195,391.550606316375,72.2020110958275,-2.85380999836521,1.86604748118019,1.44699839457644,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10017.rds"
"83",507,0.816,204,372.341169805384,66.361053817166,-2.75993889268822,1.71293912989446,1.52585066134146,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10018.rds"
"84",507,0.804,201,330.812277444019,62.504509586091,-2.90154195711301,1.76720123619114,1.59577468455047,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10019.rds"
"85",507,0.812,203,410.41419195768,74.5548802065937,-2.87674872076235,2.20586478988218,1.44603783164027,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10020.rds"
"86",507,0.8,200,361.864487429315,66.8171750855921,-2.77832045793891,1.96961464403087,1.50299782336917,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10021.rds"
"87",507,0.816,204,348.048754321103,66.6242449411085,-2.8056419099785,1.89198911247261,1.45996707872391,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10022.rds"
"88",507,0.788,197,425.316453946266,77.2905276921839,-2.80633802739204,1.99985618371189,1.37005074450334,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10023.rds"
"89",507,0.788,197,426.282858283776,75.9674773329831,-2.72387702842013,1.66709906781823,1.40474845806832,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10024.rds"
"90",507,0.832,208,374.961114869107,69.4253186137859,-2.91222093586527,2.05363413747303,1.49777072297034,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10025.rds"
"91",507,0.804,201,384.311290646897,69.4844643807803,-2.71696678273793,1.70167489040823,1.46250529972937,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10026.rds"
"92",507,0.824,206,380.277874482584,69.5395686273921,-2.74755271531691,1.50862796331381,1.47807056873573,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10027.rds"
"93",507,0.812,203,431.293137090958,76.2112755397241,-2.72384050377955,1.69068468245087,1.39361490513269,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10028.rds"
"94",507,0.808,202,375.070443601295,68.8383581968292,-2.88889974153099,1.74215388361125,1.51899858088893,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10029.rds"
"95",507,0.804,201,353.559428021396,68.3375022725993,-2.99960486293163,2.46660815404729,1.49956045233384,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10030.rds"
"96",507,0.788,197,409.537271478868,73.9309914537501,-2.8460144570425,1.7442205476713,1.45633934061088,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10031.rds"
"97",507,0.78,195,359.184208356187,68.0859413126876,-2.90307092299301,1.91812271311766,1.49408650441733,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10032.rds"
"98",507,0.804,201,390.867953356085,73.8827931940708,-2.74403601990527,1.73104364242945,1.34959878379728,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10033.rds"
"99",507,0.84,210,457.854417700506,79.0564809863351,-2.76147332567208,1.8577232853436,1.39595856912978,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10034.rds"
"100",507,0.78,195,387.607164061678,73.198565376078,-2.86374258534048,1.90649346604406,1.41247824397712,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10035.rds"
"101",507,0.82,205,367.583435652099,66.7385446219911,-2.91111362973555,2.11498505648702,1.54208715450825,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10036.rds"
"102",507,0.848,212,390.071833858453,72.1591511025741,-2.77452546330906,1.86623933173522,1.41685699613397,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10037.rds"
"103",507,0.816,204,403.538018061259,73.3098577145777,-2.75132413716878,1.76574470797467,1.40816246760622,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10038.rds"
"104",507,0.792,198,371.625602438672,69.4795856671101,-2.83647996167573,1.58791059463869,1.46347210922927,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10039.rds"
"105",507,0.776,194,376.313306395291,70.5851854663854,-2.94612767235482,2.07331723298804,1.50157802522826,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10040.rds"
"106",507,0.808,202,411.227014519314,75.5447829283353,-2.925527069826,2.00875550830215,1.42719383269861,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10041.rds"
"107",507,0.828,207,421.439025511592,72.5208888133964,-2.85737690444507,1.95743379817037,1.50495845242065,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10042.rds"
"108",507,0.796,199,431.603390613339,76.6235127927353,-2.93711866233307,2.14907475891134,1.46407619869412,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10043.rds"
"109",507,0.832,208,380.80440835248,66.6013925131328,-2.82063914449493,1.93440369459059,1.54251867310397,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10044.rds"
"110",507,0.792,198,385.758590470885,70.0576573604275,-2.97487382874618,2.08814065153633,1.53691275009755,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10045.rds"
"111",507,0.824,206,407.965998737323,73.8499453400568,-2.82646332392367,1.83142852062159,1.44109920236329,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10046.rds"
"112",507,0.8,200,386.686541336887,71.1739344950107,-2.95509192094197,1.8904410516794,1.50506801580699,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10047.rds"
"113",507,0.804,201,406.113272486812,74.3067639669749,-2.76939928868031,1.74625121833216,1.40584659731539,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10048.rds"
"114",507,0.804,201,350.007604270131,64.9704062464308,-2.95953247413719,2.07265441087446,1.57076819104111,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10049.rds"
"115",507,0.824,206,337.345750853179,60.2358912496558,-3.00028338055632,2.11983059698701,1.6742264348621,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10050.rds"
"116",507,0.796,199,393.575709962846,71.534397940185,-2.92246516516924,1.92653335781836,1.49647884663988,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10051.rds"
"117",507,0.796,199,368.529688298374,69.762524016977,-2.71133018337325,1.62112533308345,1.42890766287123,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10052.rds"
"118",507,0.808,202,431.357141609103,78.4233328642996,-2.88937737333212,1.87494371974902,1.37468568860374,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10053.rds"
"119",507,0.748,187,326.949193511686,63.9750512119018,-2.8231246955986,1.96562720735514,1.49032061697872,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10054.rds"
"120",507,0.8,200,366.637459029663,66.5599191822051,-2.95089293946536,2.09724235827892,1.55272238770755,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10055.rds"
"121",507,0.816,204,422.412121052483,76.6837660283579,-2.76138155387182,1.85590624969418,1.39436014945273,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10056.rds"
"122",507,0.812,203,351.717463286955,68.2878594138156,-2.83651751042912,1.78840469977041,1.45679613083968,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10057.rds"
"123",507,0.832,208,429.402689287098,75.9927664918601,-2.97255869931001,1.98723976962169,1.48855066425238,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10058.rds"
"124",507,0.804,201,392.422143595272,71.8759565839487,-2.92773435422332,2.23094247891488,1.47224073185217,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10059.rds"
"125",507,0.8,200,379.716238210018,70.3076313272036,-2.85899698567028,2.00352888645832,1.4604323333799,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10060.rds"
"126",507,0.804,201,402.923023568789,72.4231179840217,-2.84429771852411,1.8854966789826,1.47057820609341,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10061.rds"
"127",507,0.776,194,407.957256182727,73.7748222109563,-2.96453457324836,2.29476814389106,1.47081614607701,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10062.rds"
"128",507,0.836,209,439.101698601129,77.2432414723266,-2.85231540918027,2.06151886317405,1.42939151986627,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10063.rds"
"129",507,0.812,203,410.453173335969,76.1163123363485,-2.88153124942448,1.94987040249419,1.41945302667174,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10064.rds"
"130",507,0.812,203,397.194295817349,73.1691616830662,-2.87178577758862,2.03218718367096,1.44857091638764,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10065.rds"
"131",507,0.82,205,387.591013371965,72.5295753901128,-2.6745822414009,1.72152722546877,1.37321849625729,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10066.rds"
"132",507,0.792,198,445.018086386051,81.1629465055766,-2.7745804185085,1.92503643228955,1.32108985286527,"t1","g0 tilde bk","250",1019,"EmpData","EmpData/t1/g0 tilde bk/250/SimpleRandom10067.rds"
