"","FullN.notRedun","SubProp.notRedun","SubN.notRedun","Denhat","Denhat.SE","g0","g0.bTRUE","sigma","trial","model","size","fullN","whichSource","sim"
"1251",507,0.596470588235294,507,426.040429140765,66.8212821331876,-1.30234581581737,NA,1.33676854189248,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10049.rds"
"1252",507,0.596470588235294,507,426.040593484562,66.8213057889685,-1.30234608836326,NA,1.33676820526557,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10050.rds"
"1253",507,0.596470588235294,507,426.040419930664,66.8212809230948,-1.30234604901935,NA,1.33676859096797,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10052.rds"
"1254",507,0.596470588235294,507,426.040280084156,66.821259467713,-1.3023482850623,NA,1.33676917747861,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10053.rds"
"1255",507,0.596470588235294,507,426.040274593538,66.8212583988959,-1.3023484073772,NA,1.33676920470357,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10055.rds"
"1256",507,0.596470588235294,507,426.0404575445,66.8212864960263,-1.30234548074669,NA,1.33676843724697,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10056.rds"
"1257",507,0.596470588235294,507,426.0405280475,66.821296708009,-1.30234570379836,NA,1.33676830573862,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10058.rds"
"1258",507,0.596470588235294,507,426.040441976405,66.8212842543314,-1.30234564044946,NA,1.33676849169135,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10059.rds"
"1259",507,0.596470588235294,507,426.040398957784,66.821277612345,-1.30234641532514,NA,1.33676868269215,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10061.rds"
"1260",507,0.596470588235294,507,426.040425914821,66.8212818533364,-1.30234586855355,NA,1.33676855556247,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10062.rds"
"1261",507,0.596470588235294,507,426.040293089319,66.8212612248685,-1.30234820316179,NA,1.33676913826005,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10063.rds"
"1262",507,0.596470588235294,507,426.040353605639,66.8212706890364,-1.30234718735901,NA,1.33676887859778,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10064.rds"
"1263",507,0.596470588235294,507,426.040542831188,66.821298703766,-1.30234578550389,NA,1.33676828241018,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10066.rds"
"1264",507,0.596470588235294,507,426.040335711053,66.8212678738198,-1.30234749717812,NA,1.3367689565282,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10067.rds"
"1265",507,0.596470588235294,507,426.040276349402,66.8212587388783,-1.30234843883451,NA,1.33676920457764,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10068.rds"
"1266",507,0.596470588235294,507,426.040283858918,66.821260040484,-1.30234820674277,NA,1.33676915946331,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10069.rds"
"1267",507,0.596470588235294,507,426.040356497075,66.8212711131666,-1.30234713480797,NA,1.33676886570292,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10071.rds"
"1268",507,0.596470588235294,507,426.040386176384,66.8212754997891,-1.30234663136381,NA,1.33676873771612,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10072.rds"
"1269",507,0.596470588235294,507,426.040294840212,66.8212614229106,-1.30234816877758,NA,1.33676913014012,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10073.rds"
"1270",507,0.596470588235294,507,426.040405017619,66.8212783831607,-1.30234631080162,NA,1.33676865634963,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10075.rds"
"1271",507,0.596470588235294,507,426.040383852156,66.8212751726618,-1.3023466828028,NA,1.33676874919958,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10076.rds"
"1272",507,0.596470588235294,507,426.040560542394,66.8213009561921,-1.3023458860344,NA,1.33676825478379,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10077.rds"
"1273",507,0.596470588235294,507,426.040372418805,66.8212734368454,-1.30234686425828,NA,1.3367687969858,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10078.rds"
"1274",507,0.596470588235294,507,426.040444624649,66.8212845755743,-1.30234562591931,NA,1.33676848396634,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10079.rds"
"1275",507,0.596470588235294,507,426.040369286673,66.8212730107361,-1.30234692025618,NA,1.33676881084129,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10081.rds"
"1276",507,0.596470588235294,507,426.040289197708,66.8212605691485,-1.30234825637842,NA,1.33676915348618,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10082.rds"
"1277",507,0.596470588235294,507,426.04038652074,66.8212755493396,-1.30234662071592,NA,1.33676873564674,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10083.rds"
"1278",507,0.596470588235294,507,426.04027959317,66.8212593139773,-1.30234839956306,NA,1.33676919250462,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10084.rds"
"1279",507,0.596470588235294,507,426.040449123262,66.8212853012336,-1.30234558059687,NA,1.33676846833431,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10085.rds"
"1280",507,0.596470588235294,507,426.04043658072,66.8212832786709,-1.30234578199039,NA,1.33676852104024,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10086.rds"
"1281",507,0.596470588235294,507,426.040448542354,66.8212852659652,-1.30234557580712,NA,1.33676846905897,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10087.rds"
"1282",507,0.596470588235294,507,426.04028797369,66.8212606258304,-1.30234813972906,NA,1.3367691420576,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Full10088.rds"
"1283",507,0.555294117647059,472,425.633917913758,66.8019290072296,-1.38983102115833,NA,1.34849855691006,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10001.rds"
"1284",507,0.537647058823529,457,441.946079494689,69.361571578419,-1.42623117724203,NA,1.31733530967275,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10002.rds"
"1285",507,0.547058823529412,465,418.531619647946,66.4128472164917,-1.41260467660281,NA,1.34495561283348,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10003.rds"
"1286",507,0.542352941176471,461,431.330365922405,68.562783800315,-1.41949238244493,NA,1.3172166543878,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10004.rds"
"1287",507,0.557647058823529,474,423.258375091533,66.4734011620706,-1.36830250369929,NA,1.35117901842042,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10005.rds"
"1288",507,0.550588235294118,468,419.016347258663,66.5362302821362,-1.40030846721446,NA,1.34229480399557,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10006.rds"
"1289",507,0.549411764705882,467,433.727899482868,68.0993509628376,-1.35161396324629,NA,1.32574377794773,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10007.rds"
"1290",507,0.544705882352941,463,425.461739400192,67.6525554427857,-1.42717891665721,NA,1.3311695201972,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10008.rds"
"1291",507,0.549411764705882,467,426.419627809639,67.062241740863,-1.4056446295228,NA,1.34872392946734,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10009.rds"
"1292",507,0.545882352941176,464,428.001071671229,67.9510240013654,-1.40659492719174,NA,1.32291181758654,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10010.rds"
"1293",507,0.552941176470588,470,440.61815311135,68.6925920815634,-1.35139414938669,NA,1.323113027587,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10011.rds"
"1294",507,0.552941176470588,470,440.795388555034,69.5384735315745,-1.3211711757636,NA,1.29426060774946,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10012.rds"
"1295",507,0.543529411764706,462,402.504872472483,64.7165639728152,-1.40127875838909,NA,1.357863468707,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10013.rds"
"1296",507,0.551764705882353,469,434.020484178204,68.8354327863695,-1.3835799191902,NA,1.30680215821718,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10014.rds"
"1297",507,0.544705882352941,463,411.722962142628,65.491923921401,-1.43270001968005,NA,1.36325340800167,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10015.rds"
"1298",507,0.54,459,418.486359821155,67.2990763658457,-1.41603214618979,NA,1.32257787383894,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10016.rds"
"1299",507,0.548235294117647,466,460.42894577712,71.7937244141397,-1.37324008782133,NA,1.28043598944397,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10017.rds"
"1300",507,0.56,476,424.709567477294,67.4191289170412,-1.37104742954689,NA,1.32576708701818,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10018.rds"
"1301",507,0.551764705882353,469,411.929928075759,64.615004907688,-1.40792276034248,NA,1.38247968150514,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10019.rds"
"1302",507,0.541176470588235,460,438.073593043549,68.7210308094361,-1.39649375540586,NA,1.32189070628867,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10020.rds"
"1303",507,0.547058823529412,465,420.438347811977,66.7051388503365,-1.41808059015403,NA,1.34131094514162,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10021.rds"
"1304",507,0.545882352941176,464,449.807685181403,70.3414230858833,-1.39746262941142,NA,1.30753350037428,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10022.rds"
"1305",507,0.554117647058823,471,420.716959391043,66.2630898817357,-1.4037835098156,NA,1.36143412682535,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10023.rds"
"1306",507,0.537647058823529,457,450.244409523298,70.3771856500505,-1.40434788257241,NA,1.30743431347125,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10024.rds"
"1307",507,0.544705882352941,463,402.870731655586,64.0549417878633,-1.43227259462869,NA,1.38431058959684,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10025.rds"
"1308",507,0.549411764705882,467,429.830060438555,67.5928756647113,-1.36732350360201,NA,1.33629710357058,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10026.rds"
"1309",507,0.547058823529412,465,420.624370337425,66.1442801899809,-1.42528497797872,NA,1.36437363704538,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10027.rds"
"1310",507,0.544705882352941,463,392.214026419046,63.9345758342982,-1.41777984277745,NA,1.36111537318553,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10028.rds"
"1311",507,0.550588235294118,468,423.851361203179,67.3727404453728,-1.42266594025405,NA,1.33419651618238,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10029.rds"
"1312",507,0.547058823529412,465,438.415252368508,69.2090272346811,-1.38846392790051,NA,1.30855405093712,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10030.rds"
"1313",507,0.541176470588235,460,407.68414272813,65.5076344721917,-1.39886615524092,NA,1.34528634458693,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10031.rds"
"1314",507,0.543529411764706,462,437.845140574443,69.1242806981184,-1.35603893463739,NA,1.3056867340945,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10032.rds"
"1315",507,0.545882352941176,464,424.565316952057,66.909476881468,-1.41771610194293,NA,1.35443286944097,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10033.rds"
"1316",507,0.543529411764706,462,420.955908479768,67.1966928753784,-1.40624566338615,NA,1.3386380539348,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10034.rds"
"1317",507,0.536470588235294,456,421.850916679686,66.9526705692758,-1.45054944123559,NA,1.34226351200586,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10035.rds"
"1318",507,0.538823529411765,458,423.455231084243,67.3676264493036,-1.42596315461632,NA,1.33550528165855,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10036.rds"
"1319",507,0.551764705882353,469,437.102494242051,68.5682204160714,-1.40252987025474,NA,1.32475625115047,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10037.rds"
"1320",507,0.543529411764706,462,410.640441746229,65.2350660464624,-1.40528127852913,NA,1.3623106338086,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10038.rds"
"1321",507,0.549411764705882,467,428.202177082036,68.0586793497675,-1.38497946890762,NA,1.31974144955363,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10039.rds"
"1322",507,0.538823529411765,458,439.487122001249,70.2664423120153,-1.38985242456603,NA,1.28150617458498,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10040.rds"
"1323",507,0.536470588235294,456,409.188867507016,65.2081845960632,-1.45673292849919,NA,1.37230049442925,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10041.rds"
"1324",507,0.547058823529412,465,414.143693716529,65.9716391125023,-1.43235578259815,NA,1.35756684409993,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10042.rds"
"1325",507,0.544705882352941,463,434.10599626409,68.1607627488286,-1.40973661804775,NA,1.33219815979955,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10043.rds"
"1326",507,0.538823529411765,458,418.470021760421,65.7054975560676,-1.3931248433007,NA,1.36526806311708,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10044.rds"
"1327",507,0.545882352941176,464,424.208087327912,66.6117831990735,-1.3605905966449,NA,1.34806474218618,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10045.rds"
"1328",507,0.556470588235294,473,412.734949922294,66.4035988755911,-1.38753388922661,NA,1.33211289513176,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10046.rds"
"1329",507,0.544705882352941,463,413.218662089796,65.7233109653022,-1.4566176304187,NA,1.36282793505036,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10047.rds"
"1330",507,0.552941176470588,470,428.068731342449,67.2986366095757,-1.39678661694369,NA,1.34391187794035,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10048.rds"
"1331",507,0.545882352941176,464,435.213031060457,68.3243496487593,-1.41137661409309,NA,1.32998643047017,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10049.rds"
"1332",507,0.542352941176471,461,419.690380470581,66.6468711425801,-1.43800659355351,NA,1.34554975404612,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10050.rds"
"1333",507,0.549411764705882,467,431.571213235672,68.6441278925334,-1.40768485825387,NA,1.31518962945352,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10051.rds"
"1334",507,0.549411764705882,467,441.856157202168,69.7061019849547,-1.39059220613341,NA,1.3007517694056,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10052.rds"
"1335",507,0.537647058823529,457,395.659657845844,65.228076984282,-1.38540186066393,NA,1.32447199359962,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10053.rds"
"1336",507,0.548235294117647,466,432.246216312365,68.1113474257201,-1.40666798036987,NA,1.3358937725458,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10054.rds"
"1337",507,0.543529411764706,462,418.23225271265,66.907529295621,-1.43879792567929,NA,1.34897531016578,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10055.rds"
"1338",507,0.556470588235294,473,433.388068659337,68.5198777637658,-1.36901620240798,NA,1.31804461973112,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10056.rds"
"1339",507,0.537647058823529,457,410.589969888471,66.6073929815543,-1.38331236746972,NA,1.31310535899162,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10057.rds"
"1340",507,0.544705882352941,463,423.206353647922,66.5218456720707,-1.41659660597933,NA,1.3573718271796,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10058.rds"
"1341",507,0.541176470588235,460,427.692641788408,67.7919921895464,-1.38624480901567,NA,1.32102866567738,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10059.rds"
"1342",507,0.544705882352941,463,426.567322251301,67.118536607014,-1.39654650629328,NA,1.34724411238772,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10060.rds"
"1343",507,0.542352941176471,461,400.605139699288,64.3027123140729,-1.38291130113171,NA,1.36011707708112,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10061.rds"
"1344",507,0.532941176470588,453,418.190322999637,66.5880617912614,-1.40819090642344,NA,1.3451764823771,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10062.rds"
"1345",507,0.557647058823529,474,433.504041221273,67.998435701824,-1.38514616982358,NA,1.33041704189672,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10063.rds"
"1346",507,0.542352941176471,461,442.587871735062,69.1997388723206,-1.3983782041436,NA,1.32453737885766,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10064.rds"
"1347",507,0.543529411764706,462,431.232481726781,67.7752418263445,-1.41455295278919,NA,1.33912908943231,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10065.rds"
"1348",507,0.549411764705882,467,425.381212226196,66.8685217294581,-1.39321307099157,NA,1.34949339092944,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10066.rds"
"1349",507,0.552941176470588,470,408.325504713721,64.9106502518153,-1.39830133486868,NA,1.3668988026736,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10067.rds"
"1350",507,0.548235294117647,466,431.690054730853,68.5478796128647,-1.3656262792979,NA,1.3096410503998,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10068.rds"
"1351",507,0.556470588235294,473,413.25608189246,66.392202577109,-1.38776558086991,NA,1.33094151170437,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10069.rds"
"1352",507,0.550588235294118,468,403.764800233968,64.0156166655592,-1.36659123555615,NA,1.37385213491977,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10070.rds"
"1353",507,0.550588235294118,468,417.184134783682,66.3584179421268,-1.4012583298231,NA,1.34660494510921,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10071.rds"
"1354",507,0.552941176470588,470,443.402260019511,70.7459125968664,-1.33737552174756,NA,1.26572340243301,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10072.rds"
"1355",507,0.549411764705882,467,414.769594883929,65.8725368837306,-1.38777490998745,NA,1.35047203807098,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10073.rds"
"1356",507,0.554117647058823,471,411.119415778018,66.2890511710608,-1.3708242438044,NA,1.33375596880582,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10074.rds"
"1357",507,0.552941176470588,470,433.268903950963,68.0760496243665,-1.40421831330979,NA,1.33333517814362,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10075.rds"
"1358",507,0.543529411764706,462,438.564220250888,68.5723904423538,-1.40095127093939,NA,1.33453509919389,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10076.rds"
"1359",507,0.551764705882353,469,413.232793689721,66.3552918447547,-1.40243834727512,NA,1.33284340150279,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10077.rds"
"1360",507,0.541176470588235,460,430.798369541276,67.6127892473145,-1.43891793167821,NA,1.34319366131058,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10078.rds"
"1361",507,0.544705882352941,463,421.052245694262,66.7931233614868,-1.39277598105806,NA,1.33672078847893,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10079.rds"
"1362",507,0.538823529411765,458,413.539602363083,65.6271686393206,-1.39881618465194,NA,1.35471494498775,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10080.rds"
"1363",507,0.547058823529412,465,421.357157504853,67.0932568679785,-1.36620100165606,NA,1.33270331317027,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10081.rds"
"1364",507,0.551764705882353,469,435.37333011087,68.1215745727033,-1.38424453174489,NA,1.34013768683888,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10082.rds"
"1365",507,0.547058823529412,465,434.095822824601,68.3444071165057,-1.41205285778334,NA,1.33251393729192,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10083.rds"
"1366",507,0.541176470588235,460,425.702150262191,67.5056744597934,-1.42024845086081,NA,1.32975086928361,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10084.rds"
"1367",507,0.548235294117647,466,432.497583587472,68.0113333112716,-1.38286886807347,NA,1.33234307120734,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10085.rds"
"1368",507,0.547058823529412,465,425.24467678862,66.8052275498491,-1.42981608892863,NA,1.35443808140146,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10086.rds"
"1369",507,0.544705882352941,463,420.079877378267,66.7417381160027,-1.42229153225746,NA,1.34265980898291,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10087.rds"
"1370",507,0.54,459,416.588141853381,66.8672775884561,-1.42657695461873,NA,1.32822733808504,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/SimpleRandom10088.rds"
"1371",507,0.567058823529412,482,431.030403913556,68.2390514014502,-1.33855233278965,NA,1.31984152169892,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10001.rds"
"1372",507,0.561176470588235,477,437.190965914846,68.526585240768,-1.39550860596008,NA,1.32367819884385,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10002.rds"
"1373",507,0.565882352941177,481,433.591866693407,68.104521465265,-1.38101538752565,NA,1.32970634780671,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10003.rds"
"1374",507,0.551764705882353,469,439.463951759234,69.5463322394201,-1.38517193487649,NA,1.30564817141734,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10004.rds"
"1375",507,0.563529411764706,479,408.978807305126,65.0404651401099,-1.38891045255707,NA,1.36416817765231,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10005.rds"
"1376",507,0.562352941176471,478,412.72543512367,65.5545408718191,-1.40247214699018,NA,1.35707244551734,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10006.rds"
"1377",507,0.561176470588235,477,414.148664384355,65.8547422795984,-1.38487276529132,NA,1.35154679653452,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10007.rds"
"1378",507,0.562352941176471,478,437.37428159859,68.6897081504665,-1.38603036182753,NA,1.32208809250043,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10008.rds"
"1379",507,0.568235294117647,483,426.346463232988,67.0259975472693,-1.37159138678619,NA,1.34461104378902,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10009.rds"
"1380",507,0.555294117647059,472,414.811540204122,65.9953169842787,-1.39909772179778,NA,1.35179967912229,"t1","g0 tilde 1","850",1019,"EmpData","EmpData/t1/g0 tilde 1/850/Spread.one10010.rds"
